Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
poison,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.containerBucket@65,毒液桶,BinnieCore:containerBucket
poison,1000,1xitem.misc@8,玻璃罐,Genetics:misc,1xitem.containerCylinder@65,毒液玻璃罐,BinnieCore:containerCylinder
poison,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.containerCan@65,毒液胶囊,BinnieCore:containerCan
poison,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@13,毒液虚空胶囊,MagicBees:capsule.void
poison,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@13,毒液魔力胶囊,MagicBees:capsule.magic
poison,1000,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xitem.containerRefractory@65,毒液耐火胶囊,BinnieCore:containerRefractory
poison,1000,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.containerGlass@65,毒液瓶,BinnieCore:containerGlass
poison,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xitem.containerCapsule@65,毒液胶囊,BinnieCore:containerCapsule
pollution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@21,污染单元,gregtech:gt.metaitem.98
pollution,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.Pollution_bucket@0,桶装污染物,dreamcraft:dreamcraft_Pollution_bucket
polymerase,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.98@17,聚合酶单元,gregtech:gt.metaitem.98
polytetrahydrofuran,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11306,聚四氢呋喃单元,bartworks:gt.bwMetaGeneratedcell
polytetrahydrofuran,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11306,聚四氢呋喃 Capsule,bartworks:gt.bwMetaGeneratedcapsule
polyurethane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.polyurethane@0,聚氨酯单元,miscutils:polyurethane
polyurethaneresin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30784,聚氨酯树脂单元,gregtech:gt.metaitem.01
polyvinylacetate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30680,聚乙酸乙烯酯单元,gregtech:gt.metaitem.01
potassium permanganate solution,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11044,高锰酸钾溶液单元,bartworks:gt.bwMetaGeneratedcell
potassium permanganate solution,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11044,高锰酸钾溶液 Capsule,bartworks:gt.bwMetaGeneratedcapsule
potion.alcopops,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32134,波普甜酒,gregtech:gt.metaitem.02
potion.applejuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32125,苹果汁,gregtech:gt.metaitem.02
potion.awkward,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16,粗制的 药水,minecraft:potion
potion.beer,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32119,啤酒,gregtech:gt.metaitem.02
potion.cafeaulait,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32003,欧蕾咖啡,gregtech:gt.metaitem.02
potion.cavejohnsonsgrenadejuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32135,约翰逊的炸弹柠檬汁,gregtech:gt.metaitem.02
potion.chillysauce,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32120,辣酱,gregtech:gt.metaitem.02
potion.chocolatemilk,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32006,巧克力奶,gregtech:gt.metaitem.02
potion.cider,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32126,苹果酒,gregtech:gt.metaitem.02
potion.coffee,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32002,咖啡,gregtech:gt.metaitem.02
potion.damage,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8204,伤害药水,minecraft:potion
potion.damage.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16396,喷溅型 伤害药水,minecraft:potion
potion.damage.strong,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8236,伤害药水,minecraft:potion
potion.damage.strong.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16428,喷溅型 伤害药水,minecraft:potion
potion.darkbeer,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32113,黑啤,gregtech:gt.metaitem.02
potion.darkcafeaulait,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32001,黑咖啡加牛奶,gregtech:gt.metaitem.02
potion.darkchocolatemilk,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32005,黑巧克力奶,gregtech:gt.metaitem.02
potion.darkcoffee,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32000,黑咖啡,gregtech:gt.metaitem.02
potion.diablosauce,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32123,恐惧辣酱,gregtech:gt.metaitem.02
potion.diablosauce.strong,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32124,祖传配方秘制而成的恐惧辣酱,gregtech:gt.metaitem.02
potion.diabolosauce,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32122,恶魔辣酱,gregtech:gt.metaitem.02
potion.dragonblood,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32114,龙血,gregtech:gt.metaitem.02
potion.fireresistance,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8195,抗火药水,minecraft:potion
potion.fireresistance.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8259,抗火药水,minecraft:potion
potion.fireresistance.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16451,喷溅型 抗火药水,minecraft:potion
potion.fireresistance.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16387,喷溅型 抗火药水,minecraft:potion
potion.glenmckenner,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32117,格伦·麦肯纳,gregtech:gt.metaitem.02
potion.goldenapplejuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32127,金苹果汁,gregtech:gt.metaitem.02
potion.goldencider,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32128,金苹果酒,gregtech:gt.metaitem.02
potion.grapejuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32101,葡萄汁,gregtech:gt.metaitem.02
potion.health,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8197,治疗药水,minecraft:potion
potion.health.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16389,喷溅型 治疗药水,minecraft:potion
potion.health.strong,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8229,治疗药水,minecraft:potion
potion.health.strong.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16421,喷溅型 治疗药水,minecraft:potion
potion.hopsjuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32112,啤酒花汁,gregtech:gt.metaitem.02
potion.hotsauce,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32121,红辣酱,gregtech:gt.metaitem.02
potion.icetea,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32009,冰红茶,gregtech:gt.metaitem.02
potion.idunsapplejuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32129,伊敦的苹果汁,gregtech:gt.metaitem.02
potion.invisibility,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8206,隐身药水,minecraft:potion
potion.invisibility.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8270,隐身药水,minecraft:potion
potion.invisibility.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16462,喷溅型 隐身药水,minecraft:potion
potion.invisibility.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16398,喷溅型 隐身药水,minecraft:potion
potion.laitaucafe,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32004,法式牛奶咖啡,gregtech:gt.metaitem.02
potion.lemonade,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32133,柠檬汽水,gregtech:gt.metaitem.02
potion.lemonjuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32131,柠檬汁,gregtech:gt.metaitem.02
potion.leninade,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32106,列宁柠檬汁,gregtech:gt.metaitem.02
potion.limoncello,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32132,意大利柠檬甜酒,gregtech:gt.metaitem.02
potion.mineralwater,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32107,矿泉水,gregtech:gt.metaitem.02
potion.mundane,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@64,平凡的 药水,minecraft:potion
potion.nightvision,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8198,夜视药水,minecraft:potion
potion.nightvision.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8262,夜视药水,minecraft:potion
potion.nightvision.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16454,喷溅型 夜视药水,minecraft:potion
potion.nightvision.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16390,喷溅型 夜视药水,minecraft:potion
potion.notchesbrew,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32130,附魔金苹果之酿,gregtech:gt.metaitem.02
potion.piratebrew,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32111,海盗之酿,gregtech:gt.metaitem.02
potion.poison,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8196,剧毒药水,minecraft:potion
potion.poison,125,1xgt.metaitem.01@32200,空玻璃箭头,gregtech:gt.metaitem.01,1xgt.metaitem.01@32201,剧毒玻璃箭头,gregtech:gt.metaitem.01
potion.poison,125,1xgt.metaitem.01@32225,常规玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32226,常规剧毒箭,gregtech:gt.metaitem.01
potion.poison,125,1xgt.metaitem.01@32250,轻质玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32251,轻质剧毒箭,gregtech:gt.metaitem.01
potion.poison.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8260,剧毒药水,minecraft:potion
potion.poison.long,125,1xgt.metaitem.01@32200,空玻璃箭头,gregtech:gt.metaitem.01,1xgt.metaitem.01@32202,剧毒玻璃箭头,gregtech:gt.metaitem.01
potion.poison.long,125,1xgt.metaitem.01@32225,常规玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32227,常规剧毒箭,gregtech:gt.metaitem.01
potion.poison.long,125,1xgt.metaitem.01@32250,轻质玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32252,轻质剧毒箭,gregtech:gt.metaitem.01
potion.poison.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16452,喷溅型 剧毒药水,minecraft:potion
potion.poison.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16388,喷溅型 剧毒药水,minecraft:potion
potion.poison.strong,750,1xgt.metaitem.01@32402,空喷漆罐,gregtech:gt.metaitem.01,1xic2.itemWeedEx@0,除草剂,IC2:itemWeedEx
potion.poison.strong,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8228,剧毒药水,minecraft:potion
potion.poison.strong,125,1xgt.metaitem.01@32200,空玻璃箭头,gregtech:gt.metaitem.01,1xgt.metaitem.01@32203,剧毒玻璃箭头,gregtech:gt.metaitem.01
potion.poison.strong,125,1xgt.metaitem.01@32225,常规玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32228,常规剧毒箭,gregtech:gt.metaitem.01
potion.poison.strong,125,1xgt.metaitem.01@32250,轻质玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32253,轻质剧毒箭,gregtech:gt.metaitem.01
potion.poison.strong.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16420,喷溅型 剧毒药水,minecraft:potion
potion.potatojuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32104,土豆汁,gregtech:gt.metaitem.02
potion.purpledrink,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32100,紫色饮料,gregtech:gt.metaitem.02
potion.reedwater,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32109,甘蔗水,gregtech:gt.metaitem.02
potion.regen,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8193,再生药水,minecraft:potion
potion.regen.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8257,再生药水,minecraft:potion
potion.regen.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16449,喷溅型 再生药水,minecraft:potion
potion.regen.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16385,喷溅型 再生药水,minecraft:potion
potion.regen.strong,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8225,再生药水,minecraft:potion
potion.regen.strong.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16417,喷溅型 再生药水,minecraft:potion
potion.rum,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32110,朗姆酒,gregtech:gt.metaitem.02
potion.saltywater,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32108,盐水,gregtech:gt.metaitem.02
potion.scotch,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32116,苏格兰威士忌,gregtech:gt.metaitem.02
potion.slowness,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8202,迟缓药水,minecraft:potion
potion.slowness,125,1xgt.metaitem.01@32200,空玻璃箭头,gregtech:gt.metaitem.01,1xgt.metaitem.01@32204,缓慢玻璃箭头,gregtech:gt.metaitem.01
potion.slowness,125,1xgt.metaitem.01@32225,常规玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32229,常规缓慢箭,gregtech:gt.metaitem.01
potion.slowness,125,1xgt.metaitem.01@32250,轻质玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32254,轻质缓慢箭,gregtech:gt.metaitem.01
potion.slowness.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8266,迟缓药水,minecraft:potion
potion.slowness.long,125,1xgt.metaitem.01@32200,空玻璃箭头,gregtech:gt.metaitem.01,1xgt.metaitem.01@32205,缓慢玻璃箭头,gregtech:gt.metaitem.01
potion.slowness.long,125,1xgt.metaitem.01@32225,常规玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32230,常规缓慢箭,gregtech:gt.metaitem.01
potion.slowness.long,125,1xgt.metaitem.01@32250,轻质玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32255,轻质缓慢箭,gregtech:gt.metaitem.01
potion.slowness.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16458,喷溅型 迟缓药水,minecraft:potion
potion.slowness.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16394,喷溅型 迟缓药水,minecraft:potion
potion.speed,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8194,迅捷药水,minecraft:potion
potion.speed.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8258,迅捷药水,minecraft:potion
potion.speed.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16450,喷溅型 迅捷药水,minecraft:potion
potion.speed.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16386,喷溅型 迅捷药水,minecraft:potion
potion.speed.strong,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8226,迅捷药水,minecraft:potion
potion.speed.strong.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16418,喷溅型 迅捷药水,minecraft:potion
potion.strength,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8201,力量药水,minecraft:potion
potion.strength.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8265,力量药水,minecraft:potion
potion.strength.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16457,喷溅型 力量药水,minecraft:potion
potion.strength.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16393,喷溅型 力量药水,minecraft:potion
potion.strength.strong,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8233,力量药水,minecraft:potion
potion.strength.strong.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16425,喷溅型 力量药水,minecraft:potion
potion.sweettea,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32008,甜茶,gregtech:gt.metaitem.02
potion.tea,250,1xgt.metaitem.01@32404,空保温瓶,gregtech:gt.metaitem.01,1xgt.metaitem.02@32007,茶,gregtech:gt.metaitem.02
potion.thick,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@32,浓稠的 药水,minecraft:potion
potion.vinegar,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32103,醋,gregtech:gt.metaitem.02
potion.vodka,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32105,伏特加,gregtech:gt.metaitem.02
potion.waterbreathing,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8205,水肺药水,minecraft:potion
potion.waterbreathing.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8269,水肺药水,minecraft:potion
potion.waterbreathing.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16461,喷溅型 水肺药水,minecraft:potion
potion.waterbreathing.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16397,喷溅型 水肺药水,minecraft:potion
potion.weakness,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8200,虚弱药水,minecraft:potion
potion.weakness,125,1xgt.metaitem.01@32200,空玻璃箭头,gregtech:gt.metaitem.01,1xgt.metaitem.01@32206,虚弱玻璃箭头,gregtech:gt.metaitem.01
potion.weakness,125,1xgt.metaitem.01@32225,常规玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32231,常规虚弱箭,gregtech:gt.metaitem.01
potion.weakness,125,1xgt.metaitem.01@32250,轻质玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32256,轻质虚弱箭,gregtech:gt.metaitem.01
potion.weakness.long,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@8264,虚弱药水,minecraft:potion
potion.weakness.long,125,1xgt.metaitem.01@32200,空玻璃箭头,gregtech:gt.metaitem.01,1xgt.metaitem.01@32207,虚弱玻璃箭头,gregtech:gt.metaitem.01
potion.weakness.long,125,1xgt.metaitem.01@32225,常规玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32232,常规虚弱箭,gregtech:gt.metaitem.01
potion.weakness.long,125,1xgt.metaitem.01@32250,轻质玻璃药水箭,gregtech:gt.metaitem.01,1xgt.metaitem.01@32257,轻质虚弱箭,gregtech:gt.metaitem.01
potion.weakness.long.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16456,喷溅型 虚弱药水,minecraft:potion
potion.weakness.splash,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xitem.potion@16392,喷溅型 虚弱药水,minecraft:potion
potion.wheatyhopsjuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32118,小麦啤酒花汁,gregtech:gt.metaitem.02
potion.wheatyjuice,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32115,小麦汁,gregtech:gt.metaitem.02
potion.wine,250,1xitem.glassBottle@0,玻璃瓶,minecraft:glass_bottle,1xgt.metaitem.02@32102,葡萄酒,gregtech:gt.metaitem.02
praseodymium chloride concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11432,氯化镨浓缩液单元,bartworks:gt.bwMetaGeneratedcell
praseodymium chloride concentrate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11432,氯化镨浓缩液 Capsule,bartworks:gt.bwMetaGeneratedcapsule
praseodymium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11403,镨萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
praseodymium extracting nano resin,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11403,镨萃取纳米树脂 Capsule,bartworks:gt.bwMetaGeneratedcapsule
primordialmatter,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30142,流体本源物质单元,gregtech:gt.metaitem.01
primordialmatter,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedGTEnhancementcapsule@851,流体本源物质胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsule
promethium chloride concentrate,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11435,氯化钷浓缩液单元,bartworks:gt.bwMetaGeneratedcell
promethium chloride concentrate,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11435,氯化钷浓缩液 Capsule,bartworks:gt.bwMetaGeneratedcapsule
promethium extracting nano resin,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@11409,钷萃取纳米树脂单元,bartworks:gt.bwMetaGeneratedcell
promethium extracting nano resin,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@11409,钷萃取纳米树脂 Capsule,bartworks:gt.bwMetaGeneratedcapsule
propane,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30643,丙烷单元,gregtech:gt.metaitem.01
propene,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.01@30678,丙烯单元,gregtech:gt.metaitem.01
propionicacid,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.propionicacid@0,丙酸单元,miscutils:propionicacid
protein,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.gendustry.protein.bucket@0,蛋白质桶,gendustry:ProteinBucket
protein,1000,1xitem.for.canEmpty@0,罐,Forestry:canEmpty,1xitem.gendustry.protein.can@0,蛋白质罐,gendustry:ProteinCan
pure mana,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@20005,Pure Mana Capsule,bartworks:gt.bwMetaGeneratedcapsule
pure mana,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@20005,Pure Mana单元,bartworks:gt.bwMetaGeneratedcell
purified mana,1000,1xitem.for.waxCapsule@0,蜂蜡胶囊,Forestry:waxCapsule,1xgt.bwMetaGeneratedcapsule@20007,Purified Mana Capsule,bartworks:gt.bwMetaGeneratedcapsule
purified mana,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcell@20007,Purified Mana单元,bartworks:gt.bwMetaGeneratedcell
putrescine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.putrescine@0,腐胺单元,miscutils:putrescine
pyrotheum,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.pyrotheum@0,烈焰之炽焱单元,miscutils:pyrotheum
pyrotheum,8000,1xitem.capsule.void@0,空虚空胶囊,MagicBees:capsule.void,1xitem.capsule.void@21,烈焰之炽焱虚空胶囊,MagicBees:capsule.void
pyrotheum,2000,1xitem.capsule.magic@0,空魔力胶囊,MagicBees:capsule.magic,1xitem.capsule.magic@21,烈焰之炽焱魔力胶囊,MagicBees:capsule.magic
pyrotheum,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.MiscUtils.bucket@1,烈焰之炽焱桶,miscutils:bucket
quartz.molten,1000,1xitem.bucket@0,桶,minecraft:bucket,1xitem.tconstruct.bucket@31,熔融下界石英桶,TConstruct:buckets
